date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
2021-04-22,63,57,Category 04,0,2,0,34,0,0,32,0,16
2021-04-23,63,57,Category 04,0,2,0,26,0,16,8,0,0
2021-04-24,63,57,Category 04,0,2,16,18,16,0,0,0,16
2021-04-25,63,57,Category 04,0,0,0,24,16,0,8,0,16
2021-04-26,63,57,Category 04,0,16,0,24,0,0,8,0,16
2021-04-27,63,57,Category 04,0,17,0,24,0,0,8,0,16
2021-04-28,63,57,Category 04,2,16,0,23,0,0,8,0,16
2021-04-29,63,57,Category 04,5,12,0,19,0,0,8,0,16
2021-05-01,63,57,Category 04,3,1,8,0,0,0,0,0,16
2019-01-01,98,64,Category 01,5,15,0,15,0,0,0,0,20
2019-01-02,98,64,Category 01,5,14,0,24,0,0,12,0,20
2019-01-04,98,64,Category 01,6,9,0,19,0,12,0,0,20
2019-01-12,98,64,Category 01,6,4,0,26,0,0,24,0,20
2019-01-19,98,64,Category 01,5,19,0,19,0,0,0,0,20
2019-01-20,98,64,Category 01,0,19,0,31,0,0,12,0,20
2019-01-21,98,64,Category 01,0,21,0,31,0,0,12,0,20
2019-01-27,98,64,Category 01,8,14,0,26,0,12,0,0,20
2019-01-29,98,64,Category 01,0,13,12,35,12,0,12,0,20
2019-01-31,98,64,Category 01,3,22,0,34,0,12,0,0,20
2019-02-04,98,64,Category 01,0,33,0,31,0,0,0,0,20
2019-02-05,98,64,Category 01,9,26,0,24,0,0,0,0,20
2019-02-06,98,64,Category 01,3,25,0,23,0,0,0,0,20
2019-02-09,98,64,Category 01,3,21,0,33,0,0,12,0,20
2019-02-10,98,64,Category 01,0,23,0,33,0,0,12,0,20
2019-02-11,98,64,Category 01,4,19,0,31,0,12,0,0,20
2019-02-15,98,64,Category 01,0,30,0,28,0,0,0,0,20
2019-02-16,98,64,Category 01,4,28,0,26,0,0,0,0,20
2019-02-20,98,64,Category 01,4,24,0,34,0,12,0,0,20
2019-02-21,98,64,Category 01,3,23,0,33,0,12,0,0,20
2019-02-22,98,64,Category 01,3,20,0,32,0,12,0,0,20
2019-02-25,98,64,Category 01,0,27,0,27,0,0,0,0,20
2019-02-26,98,64,Category 01,0,29,0,27,0,0,0,0,20
2019-02-27,98,64,Category 01,4,27,0,37,0,12,0,0,20
2019-03-01,98,64,Category 01,5,35,0,33,0,0,0,0,20
2019-03-02,98,64,Category 01,9,28,0,26,0,0,0,0,24
2019-03-03,98,64,Category 01,8,22,0,20,0,0,0,0,24
2019-03-10,98,64,Category 01,6,22,0,22,0,0,0,0,24
2019-03-11,98,64,Category 01,0,24,0,22,0,0,0,0,24
2019-03-12,98,64,Category 01,4,22,0,32,0,12,0,0,24
2019-03-14,98,64,Category 01,5,18,0,28,0,12,0,0,24
2019-03-17,98,64,Category 01,3,28,0,26,0,0,0,0,24
2019-03-18,98,64,Category 01,4,24,0,24,0,0,0,0,24
2019-03-19,98,64,Category 01,0,24,0,24,0,0,0,0,24
2019-03-22,98,64,Category 01,0,24,0,22,0,0,0,0,24
2019-03-23,98,64,Category 01,6,20,0,18,0,0,0,0,24
2019-03-26,98,64,Category 01,3,15,0,15,0,0,0,0,24
2019-03-27,98,64,Category 01,0,15,0,27,0,12,0,0,24
2019-03-31,98,64,Category 01,0,20,0,18,0,0,0,0,24
2019-04-03,98,64,Category 01,3,17,0,27,0,12,0,0,24
2019-04-04,98,64,Category 01,5,14,12,24,12,0,0,0,24
2019-04-05,98,64,Category 01,3,23,0,23,0,0,0,0,24
2019-04-06,98,64,Category 01,9,18,0,16,0,0,0,0,24
2019-04-08,98,64,Category 01,7,11,0,21,0,12,0,0,24
2019-04-20,98,64,Category 01,8,21,0,19,0,0,0,0,24
2019-04-21,98,64,Category 01,3,20,0,18,0,0,0,0,24
2019-04-26,98,64,Category 01,7,21,0,19,0,0,0,0,24
2019-04-30,98,64,Category 01,3,15,0,13,0,0,0,0,24
2019-05-03,98,64,Category 01,3,23,0,23,0,0,0,0,24
2019-05-12,98,64,Category 01,0,20,0,20,0,0,0,0,24
2019-05-14,98,64,Category 01,0,19,0,17,0,0,0,0,24
2019-05-16,98,64,Category 01,3,18,0,28,0,12,0,0,24
2019-05-18,98,64,Category 01,3,15,12,27,12,0,0,0,24
2019-05-21,98,64,Category 01,0,27,0,27,0,0,0,0,24
2019-05-22,98,64,Category 01,0,29,0,27,0,0,0,0,24
2019-05-26,98,64,Category 01,5,20,0,18,0,0,0,0,24
2019-06-02,98,64,Category 01,3,17,0,27,0,12,0,0,24
2019-06-04,98,64,Category 01,3,27,0,25,0,0,0,0,24
2019-06-07,98,64,Category 01,7,17,0,29,0,12,0,0,24
2019-06-08,98,64,Category 01,0,19,12,29,12,0,0,0,24
2019-06-09,98,64,Category 01,7,24,0,24,0,0,0,0,24
2019-06-11,98,64,Category 01,0,21,0,21,0,0,0,0,24
2019-06-13,98,64,Category 01,0,21,0,31,0,12,0,0,24
2019-06-14,98,64,Category 01,11,12,0,22,0,12,0,0,24
2019-06-20,98,64,Category 01,3,39,12,37,0,0,0,0,0
2019-06-22,98,64,Category 01,11,54,0,54,0,0,0,0,24
2019-06-25,98,64,Category 01,3,44,0,68,0,24,0,0,24
2019-06-26,98,64,Category 01,0,70,12,68,0,0,0,0,24
2019-06-28,98,64,Category 01,3,56,0,56,0,0,0,0,24
2019-06-30,98,64,Category 01,0,26,12,36,12,0,0,0,24
2019-07-02,98,64,Category 01,6,28,0,28,0,0,0,0,24
2019-07-03,98,64,Category 01,3,29,0,27,0,0,0,0,24
2019-07-09,98,64,Category 01,7,20,0,32,0,12,0,0,24
2019-07-10,98,64,Category 01,0,20,0,32,0,12,0,0,24
2019-07-13,98,64,Category 01,0,27,0,25,0,0,0,0,0
2019-07-14,98,64,Category 01,3,24,0,24,0,0,0,0,0
2019-07-16,98,64,Category 01,0,26,0,24,0,0,0,0,0
2019-07-17,98,64,Category 01,7,19,0,31,0,12,0,0,0
2019-07-18,98,64,Category 01,0,19,0,31,0,12,0,0,0
2019-07-21,98,64,Category 01,0,48,0,48,0,0,0,0,24
2019-07-23,98,64,Category 01,0,48,0,46,0,0,0,0,24
2019-07-25,98,64,Category 01,3,46,0,44,0,0,0,0,24
2019-07-27,98,64,Category 01,6,14,0,26,0,12,0,0,24
2019-07-30,98,64,Category 01,0,26,0,24,0,0,0,0,24
2019-08-04,98,64,Category 01,5,19,0,17,0,0,0,0,24
2019-08-10,98,64,Category 01,5,19,0,17,0,0,0,0,24
2019-08-11,98,64,Category 01,5,16,0,14,0,0,0,0,24
2019-08-12,98,64,Category 01,4,14,0,12,0,0,0,0,24
2019-08-13,98,64,Category 01,11,5,0,15,0,12,0,0,24
2019-08-14,98,64,Category 01,3,4,0,26,0,24,0,0,24
2019-08-17,98,64,Category 01,5,18,36,52,36,0,0,0,24
2019-08-19,98,64,Category 01,5,49,0,49,0,0,0,0,24
2019-08-20,98,64,Category 01,0,51,0,73,0,24,0,0,24
2019-08-25,98,64,Category 01,3,68,0,66,0,0,0,0,24
2019-08-26,98,64,Category 01,4,66,0,64,0,0,0,0,24
2019-08-28,98,64,Category 01,3,63,0,61,0,0,0,0,24
2019-08-29,98,64,Category 01,8,57,0,55,0,0,0,0,24
2019-09-01,98,64,Category 01,9,37,12,49,12,0,0,0,24
2019-09-03,98,64,Category 01,0,45,0,45,0,0,0,0,24
2019-09-04,98,64,Category 01,4,45,0,43,0,0,0,0,24
2019-09-11,98,64,Category 01,3,38,0,38,0,0,0,0,24
2019-09-12,98,64,Category 01,0,51,0,49,0,0,0,0,24
2019-09-15,98,64,Category 01,5,40,0,38,0,0,0,0,24
2019-09-18,98,64,Category 01,3,38,0,36,0,0,0,0,24
2019-09-21,98,64,Category 01,5,32,0,32,0,0,0,0,24
2019-09-24,98,64,Category 01,0,30,0,30,0,0,0,0,24
2019-09-25,98,64,Category 01,0,32,0,30,0,0,0,0,24
2019-09-28,98,64,Category 01,6,25,0,23,0,0,0,0,24
2019-09-29,98,64,Category 01,5,20,0,20,0,0,0,0,24
2019-10-03,98,64,Category 01,0,22,12,32,0,12,0,0,24
2019-10-05,98,64,Category 01,9,22,0,22,0,0,0,0,24
2019-10-06,98,64,Category 01,8,20,0,18,0,0,0,0,24
2019-10-09,98,64,Category 01,3,17,0,27,0,0,12,0,24
2019-10-12,98,64,Category 01,3,11,12,35,12,0,12,0,24
2019-10-14,98,64,Category 01,0,20,0,32,0,12,0,0,24
2019-10-15,98,64,Category 01,0,22,0,32,0,12,0,0,24
2019-10-16,98,64,Category 01,3,33,12,31,0,0,0,0,24
2019-10-20,98,64,Category 01,4,26,0,26,0,0,0,0,24
2019-10-22,98,64,Category 01,3,21,0,33,0,0,12,0,24
2019-10-23,98,64,Category 01,0,21,0,33,0,12,0,0,24
2019-10-27,98,64,Category 01,0,26,0,24,0,0,0,0,24
2019-10-30,98,64,Category 01,4,20,0,42,0,0,24,0,24
2019-11-01,98,64,Category 01,8,11,0,33,0,0,24,0,24
2019-11-02,98,64,Category 01,4,9,0,31,0,0,24,0,24
2019-11-05,98,64,Category 01,3,19,0,29,0,12,0,0,24
2019-11-08,98,64,Category 01,8,22,0,20,0,0,0,0,24
2019-11-10,98,64,Category 01,8,14,0,12,0,0,0,0,24
2019-11-11,98,64,Category 01,4,12,0,10,0,0,0,0,24
2019-11-12,98,64,Category 01,4,10,0,44,0,0,36,0,24
2019-11-18,98,64,Category 01,5,5,24,63,24,36,0,0,24
2019-11-20,98,64,Category 01,4,60,36,60,0,0,0,0,24
2019-11-24,98,64,Category 01,11,41,0,41,0,0,0,0,24
2019-11-26,98,64,Category 01,3,0,0,0,0,0,0,0,24
2019-11-28,98,64,Category 01,0,42,0,40,0,0,0,0,24
2019-11-29,98,64,Category 01,6,36,0,36,0,0,0,0,24
2019-12-03,98,64,Category 01,0,36,0,36,0,0,0,0,24
2019-12-08,98,64,Category 01,0,21,0,43,0,0,24,0,24
2019-12-11,98,64,Category 01,3,19,0,41,0,0,24,0,24
2019-12-14,98,64,Category 01,5,14,0,38,0,0,24,0,24
2019-12-18,98,64,Category 01,0,12,0,48,0,24,12,0,24
2019-12-19,98,64,Category 01,0,14,0,60,0,24,24,0,24
2019-12-20,98,64,Category 01,4,34,24,58,0,0,24,0,24
2019-12-21,98,64,Category 01,0,34,0,58,0,24,0,0,24
2019-12-23,98,64,Category 01,3,57,0,55,0,0,0,0,24
2019-12-26,98,64,Category 01,6,53,0,51,0,0,0,0,24
2019-12-27,98,64,Category 01,7,48,0,46,0,0,0,0,24
2019-12-29,98,64,Category 01,3,42,0,40,0,0,0,0,24
2019-12-30,98,64,Category 01,5,37,0,37,0,0,0,0,24
2020-01-01,98,64,Category 01,0,38,0,36,0,0,0,0,24
2020-01-02,98,64,Category 01,8,32,0,42,0,0,12,0,24
2020-01-04,98,64,Category 01,9,22,0,20,0,0,0,0,24
2020-01-08,98,64,Category 01,4,13,0,13,0,0,0,0,24
2020-01-09,98,64,Category 01,0,13,0,13,0,0,0,0,24
2020-01-10,98,64,Category 01,0,15,0,25,0,0,12,0,24
2020-01-13,98,64,Category 01,8,0,0,0,0,0,0,0,24
2020-01-17,98,64,Category 01,0,12,12,36,0,0,24,0,24
2020-01-20,98,64,Category 01,0,3,0,27,0,24,0,0,24
2020-01-21,98,64,Category 01,0,5,0,27,0,24,0,0,24
2020-01-22,98,64,Category 01,3,26,24,26,0,0,0,0,24
2020-01-23,98,64,Category 01,0,26,0,26,0,0,0,0,24
2020-01-24,98,64,Category 01,6,22,0,22,0,0,0,0,24
2020-01-27,98,64,Category 01,0,20,0,32,0,0,12,0,24
2020-01-30,98,64,Category 01,0,18,0,30,0,12,0,0,24
2020-02-01,98,64,Category 01,0,26,12,24,0,0,0,0,24
2020-02-02,98,64,Category 01,7,19,0,31,0,0,12,0,24
2020-02-03,98,64,Category 01,0,19,0,19,0,0,0,0,24
2020-02-06,98,64,Category 01,0,16,0,26,0,0,12,0,24
2020-02-08,98,64,Category 01,3,15,0,25,0,12,0,0,24
2020-02-12,98,64,Category 01,3,21,0,43,0,0,24,0,24
2020-02-13,98,64,Category 01,4,19,0,41,0,0,24,0,24
2020-02-16,98,64,Category 01,6,0,24,24,24,0,0,0,24
2020-02-18,98,64,Category 01,0,24,0,24,0,0,0,0,24
2020-02-20,98,64,Category 01,3,24,0,34,0,12,0,0,24
2020-02-21,98,64,Category 01,4,33,12,31,0,0,0,0,24
2020-02-23,98,64,Category 01,4,25,0,25,0,0,0,0,24
2020-02-24,98,64,Category 01,3,26,0,24,0,0,0,0,24
2020-02-27,98,64,Category 01,5,23,0,33,0,12,0,0,24
2020-02-29,98,64,Category 01,3,34,0,32,0,0,0,0,24
2020-03-01,98,64,Category 01,3,33,0,31,0,0,0,0,24
2020-03-03,98,64,Category 01,9,26,0,24,0,0,0,0,24
2020-03-08,98,64,Category 01,4,28,0,26,0,0,0,0,24
2020-03-11,98,64,Category 01,10,17,0,87,0,72,0,0,24
2020-03-13,98,64,Category 01,74,-2,72,-2,0,0,0,0,24
2020-03-16,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-03-20,98,64,Category 01,0,2,0,24,0,24,0,0,24
2020-03-22,98,64,Category 01,26,0,0,0,0,0,0,0,24
2020-03-23,98,64,Category 01,0,2,0,24,0,24,0,0,24
2020-03-27,98,64,Category 01,3,0,0,0,0,0,0,0,24
2020-03-30,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-02,98,64,Category 01,0,26,24,24,0,0,0,0,24
2020-04-03,98,64,Category 01,25,1,0,1,0,0,0,0,24
2020-04-04,98,64,Category 01,3,0,0,0,0,0,0,0,24
2020-04-05,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-07,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-08,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-18,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-19,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-20,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-21,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-22,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-23,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-24,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-26,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-27,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-04-29,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-01,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-02,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-03,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-04,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-08,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-11,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-15,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-16,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-17,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-18,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-19,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-22,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-25,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-27,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-28,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-29,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-30,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-05-31,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-02,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-03,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-04,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-06,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-09,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-10,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-13,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-21,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-06-26,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-02,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-03,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-04,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-06,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-07,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-10,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-16,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-19,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-24,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-25,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-26,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-27,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-07-29,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-02,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-04,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-05,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-07,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-08,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-11,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-12,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-15,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-17,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-18,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-19,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-22,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-25,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-26,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-29,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-08-30,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-01,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-06,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-11,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-19,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-20,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-23,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-25,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-29,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-09-30,98,64,Category 01,0,0,0,24,0,0,24,0,24
2020-10-01,98,64,Category 01,0,0,0,24,0,0,24,0,24
2020-10-02,98,64,Category 01,0,0,0,24,0,0,24,0,24
2020-10-03,98,64,Category 01,0,0,0,24,0,0,24,0,24
2020-10-05,98,64,Category 01,0,0,0,24,0,0,24,0,24
2020-10-06,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-10-09,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-10-13,98,64,Category 01,0,0,0,36,0,0,36,0,24
2020-10-15,98,64,Category 01,0,0,0,48,0,0,48,0,24
2020-10-16,98,64,Category 01,0,0,0,48,0,36,12,0,24
2020-10-19,98,64,Category 01,0,38,0,48,0,0,12,0,24
2020-10-20,98,64,Category 01,4,34,0,46,0,0,12,0,24
2020-10-21,98,64,Category 01,0,36,0,58,0,12,12,0,24
2020-10-22,98,64,Category 01,3,35,0,57,0,12,12,0,24
2020-10-24,98,64,Category 01,4,2,0,0,0,0,0,0,24
2020-10-25,98,64,Category 01,3,42,0,54,0,0,12,0,24
2020-10-29,98,64,Category 01,0,40,0,50,0,12,0,0,24
2020-10-31,98,64,Category 01,5,35,12,47,12,0,0,0,24
2020-11-04,98,64,Category 01,0,46,0,46,0,0,0,0,24
2020-11-05,98,64,Category 01,4,46,0,44,0,0,0,0,24
2020-11-07,98,64,Category 01,13,33,0,31,0,0,0,0,24
2020-11-08,98,64,Category 01,3,30,0,30,0,0,0,0,24
2020-11-09,98,64,Category 01,0,30,0,30,0,0,0,0,24
2020-11-10,98,64,Category 01,0,32,0,30,0,0,0,0,24
2020-11-13,98,64,Category 01,5,23,0,21,0,0,0,0,24
2020-11-14,98,64,Category 01,6,19,0,17,0,0,0,0,24
2020-11-18,98,64,Category 01,6,7,12,29,12,0,12,0,24
2020-11-20,98,64,Category 01,8,10,0,22,0,0,12,0,24
2020-11-23,98,64,Category 01,5,1,0,49,0,12,36,0,24
2020-11-24,98,64,Category 01,0,1,0,61,0,24,36,0,24
2020-11-28,98,64,Category 01,0,23,0,45,0,0,24,0,24
2020-11-30,98,64,Category 01,10,15,0,13,0,0,0,0,24
2020-12-03,98,64,Category 01,4,1,12,49,12,0,36,0,24
2020-12-04,98,64,Category 01,0,13,0,49,0,0,36,0,24
2020-12-15,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-12-18,98,64,Category 01,0,0,0,36,0,0,36,0,24
2020-12-20,98,64,Category 01,0,0,0,0,0,0,0,0,24
2020-12-21,98,64,Category 01,0,0,0,24,0,24,0,0,24
2020-12-24,98,64,Category 01,0,24,0,36,0,0,12,0,24
2020-12-25,98,64,Category 01,0,26,0,36,0,0,12,0,24
2021-01-01,98,64,Category 01,13,16,0,28,0,12,0,0,24
2021-01-04,98,64,Category 01,0,2,0,0,0,0,0,0,24
2021-01-05,98,64,Category 01,8,3,0,15,0,0,12,0,24
2021-01-06,98,64,Category 01,0,3,0,27,0,0,24,0,24
2021-01-07,98,64,Category 01,0,5,24,27,24,0,0,0,24
2021-01-08,98,64,Category 01,5,24,0,48,0,24,0,0,24
2021-01-10,98,64,Category 01,0,26,0,24,0,0,0,0,24
2021-01-12,98,64,Category 01,6,22,0,20,0,0,0,0,24
2021-01-13,98,64,Category 01,8,14,0,38,0,0,24,0,24
2021-01-14,98,64,Category 01,0,14,0,38,0,0,24,0,24
2021-01-15,98,64,Category 01,0,16,0,38,0,0,24,0,24
2021-01-16,98,64,Category 01,4,12,0,36,0,0,24,0,24
2021-01-22,98,64,Category 01,0,29,0,39,0,0,12,0,24
2021-01-30,98,64,Category 01,11,9,0,9,0,0,0,0,24
2021-02-01,98,64,Category 01,0,8,0,44,0,24,12,0,24
2021-02-02,98,64,Category 01,0,8,0,32,0,24,0,0,24
2021-02-04,98,64,Category 01,0,30,0,40,0,0,12,0,24
2021-02-07,98,64,Category 01,13,0,0,0,0,0,0,0,24
2021-02-08,98,64,Category 01,0,15,0,39,0,0,24,0,24
2021-02-09,98,64,Category 01,0,17,0,63,0,24,24,0,24
2021-02-10,98,64,Category 01,3,40,24,62,0,0,24,0,24
2021-02-11,98,64,Category 01,3,37,0,49,0,0,12,0,24
2021-02-12,98,64,Category 01,10,29,0,41,0,0,12,0,24
2021-02-13,98,64,Category 01,0,29,0,41,0,0,12,0,24
2021-02-14,98,64,Category 01,0,29,0,53,0,0,24,0,24
2021-02-15,98,64,Category 01,0,31,0,53,0,0,24,0,24
2021-02-16,98,64,Category 01,3,28,0,40,0,0,12,0,24
2021-02-17,98,64,Category 01,0,28,0,52,0,0,24,0,24
2021-02-18,98,64,Category 01,0,30,0,52,0,0,24,0,24
2021-02-19,98,64,Category 01,4,28,0,52,0,0,24,0,24
2021-02-20,98,64,Category 01,0,28,12,38,12,0,0,0,24
2021-02-21,98,64,Category 01,3,37,0,37,0,0,0,0,24
2021-02-22,98,64,Category 01,5,68,0,68,0,0,0,0,24
2021-02-23,98,64,Category 01,0,70,0,68,0,0,0,0,24
2021-02-24,98,64,Category 01,3,36,0,34,0,0,0,0,24
2021-02-25,98,64,Category 01,8,35,0,33,0,0,0,0,24
2021-02-26,98,64,Category 01,9,29,0,27,0,0,0,0,24
2021-02-27,98,64,Category 01,8,16,0,26,0,0,12,0,0
2021-02-28,98,64,Category 01,4,14,0,26,0,0,12,0,0
2021-03-01,98,64,Category 01,0,12,0,12,0,0,0,0,0
2021-03-02,98,64,Category 01,0,14,0,36,0,0,24,0,0
2021-03-03,98,64,Category 01,4,10,0,46,0,0,36,0,0
2021-03-04,98,64,Category 01,0,10,0,46,0,0,36,0,0
2021-03-05,98,64,Category 01,0,10,0,46,0,12,24,0,0
2021-03-06,98,64,Category 01,0,12,12,58,12,0,36,0,24
2021-03-07,98,64,Category 01,4,10,0,58,12,0,36,0,24
2021-03-08,98,64,Category 01,3,19,0,67,0,0,48,0,24
2021-03-09,98,64,Category 01,0,19,0,67,0,0,48,0,24
2021-03-10,98,64,Category 01,0,19,24,79,24,0,36,0,24
2021-03-11,98,64,Category 01,0,43,0,79,0,0,36,0,24
2021-03-12,98,64,Category 01,4,43,0,79,0,0,36,0,24
2021-03-13,98,64,Category 01,0,43,0,65,0,0,24,0,24
2021-03-14,98,64,Category 01,5,38,0,50,0,0,12,0,24
2021-03-15,98,64,Category 01,0,38,0,62,0,0,24,0,24
2021-03-16,98,64,Category 01,0,40,0,62,0,0,24,0,24
2021-03-17,98,64,Category 01,3,40,0,50,0,0,12,0,24
2021-03-18,98,64,Category 01,7,34,0,44,0,0,12,0,24
2021-03-19,98,64,Category 01,6,34,0,44,0,0,12,0,24
2021-03-20,98,64,Category 01,4,28,12,52,0,12,12,0,24
2021-03-21,98,64,Category 01,0,26,0,38,12,0,0,0,24
2021-03-22,98,64,Category 01,0,40,0,38,0,0,0,0,24
2021-03-23,98,64,Category 01,3,40,0,38,0,0,0,0,24
2021-03-24,98,64,Category 01,5,34,0,34,0,0,0,0,24
2021-03-25,98,64,Category 01,0,34,0,34,0,0,0,0,24
2021-03-26,98,64,Category 01,0,36,0,34,0,0,0,0,24
2021-03-27,98,64,Category 01,3,35,0,33,0,0,0,0,24
2021-03-28,98,64,Category 01,6,33,0,33,0,0,0,0,24
2021-03-29,98,64,Category 01,0,29,0,41,0,0,12,0,24
2021-03-30,98,64,Category 01,0,31,0,41,0,0,12,0,24
2021-03-31,98,64,Category 01,5,28,0,50,0,24,0,0,24
2021-04-01,98,64,Category 01,6,48,24,46,0,0,0,0,24
2021-04-02,98,64,Category 01,4,44,0,56,0,0,12,0,24
2021-04-03,98,64,Category 01,4,44,0,54,0,0,12,0,24
2021-04-04,98,64,Category 01,5,44,0,54,0,0,12,0,24
2021-04-05,98,64,Category 01,5,38,0,48,0,0,12,0,24
2021-04-06,98,64,Category 01,3,37,0,47,0,0,12,0,24
2021-04-07,98,64,Category 01,6,37,0,47,0,0,12,0,24
2021-04-08,98,64,Category 01,4,31,0,41,0,0,12,0,24
2021-04-09,98,64,Category 01,5,31,0,41,0,0,12,0,24
2021-04-10,98,64,Category 01,9,21,0,19,0,0,0,0,24
2021-04-11,98,64,Category 01,6,19,0,19,0,0,0,0,24
2021-04-12,98,64,Category 01,0,15,0,15,0,0,0,0,24
2021-04-13,98,64,Category 01,0,15,0,27,0,0,12,0,24
2021-04-14,98,64,Category 01,0,15,0,15,0,0,0,0,24
2021-04-15,98,64,Category 01,0,17,0,27,0,12,0,0,24
2021-04-16,98,64,Category 01,9,17,12,27,0,12,0,0,24
2021-04-17,98,64,Category 01,4,6,0,18,12,0,0,0,24
2021-04-18,98,64,Category 01,0,6,0,18,12,0,0,0,24
2021-04-19,98,64,Category 01,0,20,0,18,0,0,0,0,24
2021-04-20,98,64,Category 01,5,15,0,15,0,0,0,0,24
2021-04-21,98,64,Category 01,0,17,0,15,0,0,0,0,24
